Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Game Sales Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs,Gifted Tier 3 subs
Fri May 18 2018,0,0,23.48,2986,61,10,9,6,6.43,292,37,9766,416,187,0,2.495,0,5.99,0,0,0,0,1,0,0,0,0,0,0,0,0
Sat May 19 2018,0,0,21.81,1829,46,0,1,1,1.86,193,31,5495,254,118,2.27,0,0,1.31,0,0,0,0,0,1,1,0,0,0,0,0,0
Sun May 20 2018,0,0,21.87,868,47,13,0,6,12.38,176,39,4920,227,133,0,0,0,0.03,0,0,0,0,0,1,1,0,0,0,0,0,0
Mon May 21 2018,0,0,25.88,2243,62,1,3,9,13.14,351,43,8644,336,193,4.595,0,0,0.05,0,0,0,0,0,2,2,0,0,0,0,0,0
Tue May 22 2018,0,0,24.83,122,16,2,0,2,13.14,103,31,3104,125,86,0,4.99,0,0.98,0,0,0,0,2,2,2,0,0,0,0,0,0
Wed May 23 2018,0,0,32.71,2227,58,1,0,8,19.87,275,52,7065,218,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 24 2018,0,0,26.13,2366,55,3,3,2,16.91,270,38,8360,321,165,0,2.495,0,2.04,0,0,0,0,1,0,0,0,0,0,0,0,0
Fri May 25 2018,0,0,30.16,3144,66,2,2,10,6.51,284,44,8957,299,180,0,0,2.245,1.01,0,0,0,0,0,1,1,0,0,1,1,0,0
Sat May 26 2018,0,0,23.98,4204,70,4,2,6,8.42,323,34,8273,347,204,0,2.495,0,0.17,0,0,0,0,1,2,2,0,0,0,0,0,0
Sun May 27 2018,0,0,25.89,3152,63,1,3,5,6.19,291,51,8285,322,167,0,7.485,4.64,0,0,0,0,0,3,2,2,0,0,2,2,0,0
Mon May 28 2018,0,0,36.89,1204,42,1,4,3,13.86,123,53,4242,115,88,0,2.495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tue May 29 2018,0,0,27.66,1431,51,0,3,3,12.51,216,40,6251,227,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed May 30 2018,0,0,26.03,2555,65,2,1,4,2.95,355,43,8305,323,193,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 31 2018,0,0,22.58,2846,48,3,2,1,6.28,208,37,5667,252,140,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 01 2018,0,0,21.41,2786,55,6,5,4,4.48,244,37,7538,354,150,2.21,2.495,0,1.1,0,0,0,0,1,1,1,0,0,0,0,0,0
Sat Jun 02 2018,0,0,23.54,738,29,4,5,5,13.31,126,30,3554,151,104,0,0,0,58.11,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 03 2018,0,0,25.94,1853,48,2,0,0,9.94,205,47,4488,175,120,6.984999999999999,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
Mon Jun 04 2018,0,0,23.73,2568,67,0,3,3,6.28,347,40,9208,389,244,12.095,0,0,0.06,0,0,0,0,0,1,0,0,1,0,0,0,0
Tue Jun 05 2018,0,0,21.25,579,25,28,3,2,2.52,55,30,2061,98,46,4.515,0,2.245,0.61,0,0,0,0,0,2,2,0,0,1,1,0,0
Wed Jun 06 2018,0,0,27.89,1743,53,1,2,1,17.21,248,45,6443,233,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jun 07 2018,0,0,24.29,2226,55,1,3,3,9.19,254,42,7505,311,157,4.6,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0
Fri Jun 08 2018,0,0,24.14,2423,60,4,7,3,7.81,283,49,7579,316,174,2.27,4.99,2.32,3.7,0,0,0,0,2,1,1,0,0,1,1,0,0
Sat Jun 09 2018,0,0,28.93,2309,57,6,10,5,9.07,375,48,10040,349,236,2.27,0,2.27,11.7,0,0,0,0,0,1,1,0,0,1,1,0,0
Sun Jun 10 2018,0,0,26.32,2685,63,3,1,4,7.93,324,41,9422,359,235,6.215,2.495,6.96,3.08,0,0,0,0,1,3,3,0,0,3,3,0,0
Mon Jun 11 2018,0,0,25.73,2637,59,13,3,9,7.71,335,38,7512,294,214,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jun 12 2018,0,0,28.41,1144,32,4,5,7,16.48,199,36,4886,172,145,6.835,0,0,3.22,0,0,0,0,0,3,3,0,0,0,0,0,0
Wed Jun 13 2018,0,0,27.11,2124,77,3,7,5,6.93,465,65,11249,416,297,2.27,0,0,16.25,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Jun 14 2018,0,0,27.1,2337,60,0,1,3,11.57,330,49,8563,317,197,0,0,0,138.37,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 15 2018,0,0,36.15,3741,69,1,3,9,14.28,478,53,12868,358,320,4.37,2.495,2.32,0.55,0,0,0,0,1,2,2,0,0,1,1,0,0
Sat Jun 16 2018,0,0,30.86,2603,64,0,2,6,10.74,339,48,8457,275,227,2.35,2.495,15.715,28.21,0,0,0,0,1,1,1,0,0,7,7,0,0
Sun Jun 17 2018,0,0,29.78,3090,71,1,7,5,8.02,421,77,9618,326,325,0,0,2.245,1.2,0,0,0,0,0,0,0,0,0,1,1,0,0
Mon Jun 18 2018,0,0,29.69,2454,64,2,2,3,14.4,347,47,8313,282,223,2.32,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Jun 19 2018,0,0,30.2,1169,30,7,2,6,45.27,98,39,4047,134,74,2.27,0,4.64,2.01,0,0,0,0,0,1,1,0,0,2,2,0,0
Wed Jun 20 2018,0,0,21.36,2288,47,12,1,1,5.03,186,37,4912,232,112,2.295,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Jun 21 2018,0,0,21.9,2802,49,1,4,3,4.68,240,40,6307,292,160,4.595,0,2.32,1.21,0,0,0,0,0,2,2,0,0,1,1,0,0
Fri Jun 22 2018,0,0,24.84,2609,56,7,6,5,5.87,308,44,7576,308,181,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jun 23 2018,0,0,31.82,2569,58,4,3,7,11.66,327,58,9611,304,221,0,0,2.32,0.07,0,0,0,0,0,0,0,0,0,1,1,0,0
Sun Jun 24 2018,0,0,22.21,1869,56,1,0,1,10.27,396,69,9928,448,288,0,2.495,2.32,0.09,0,0,0,0,1,0,0,0,0,1,1,0,0
Mon Jun 25 2018,0,0,27.98,2043,55,3,2,8,5.28,235,46,6155,222,161,2.32,0,0,6.25,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Jun 26 2018,0,0,32.4,2129,66,2,3,4,4.24,336,53,10951,340,219,4.565,2.495,0,1.52,0,0,0,0,1,2,2,0,0,0,0,0,0
Wed Jun 27 2018,0,0,18.56,611,23,1,2,1,0.09,59,24,2227,120,48,2.325,0,0,60.41,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Jun 28 2018,0,0,34.42,3212,57,4,3,2,0.13,165,55,4784,142,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 29 2018,0,0,27.8,3232,58,0,2,1,1.96,289,38,8228,298,189,0,4.99,25.08,1.23,0,0,0,0,2,0,0,0,0,11,11,0,0
Sat Jun 30 2018,0,0,23.57,2828,61,1,3,4,3.19,269,37,7235,309,167,0,0,6.96,50.16,0,0,0,0,0,0,0,0,0,3,3,0,0
Sun Jul 01 2018,0,0,30.5,3044,77,0,2,4,1.01,409,45,10033,329,279,4.42,2.495,6.85,0,0,0,0,0,1,2,2,0,0,3,3,0,0
Mon Jul 02 2018,0,0,31.4,3225,77,4,1,7,4.48,454,52,10896,349,262,0,2.495,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0
Tue Jul 03 2018,0,0,28.12,2747,63,10,5,6,8.39,295,40,8803,316,179,6.984999999999999,0,4.64,0.01,0,0,0,0,0,2,1,1,0,2,2,0,0
Wed Jul 04 2018,0,0,28.15,326,21,1,2,2,16.5,51,37,1661,59,43,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 05 2018,0,0,23.33,1539,38,8,1,3,2.51,245,35,4829,209,143,2.245,2.495,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Fri Jul 06 2018,0,0,24.35,2650,59,22,17,10,3.37,294,38,7768,321,188,0,0,6.91,15.4,0,0,0,0,0,0,0,0,0,3,3,0,0
Sat Jul 07 2018,0,0,26.7,978,29,17,3,3,4.45,127,33,3417,128,92,4.6,2.495,2.32,20.97,0,0,0,0,1,1,0,1,0,1,1,0,0
Sun Jul 08 2018,0,0,27.72,2274,52,5,2,6,0.13,209,36,5266,192,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 09 2018,0,0,32.99,3322,79,6,5,11,4.68,464,64,13031,397,290,2.27,0,2.32,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Tue Jul 10 2018,0,0,35.07,3486,66,1,1,8,3.97,326,52,9891,284,192,6.435,2.495,2.32,0.13,0,0,0,0,1,3,3,0,0,1,1,0,0
Wed Jul 11 2018,0,0,25.46,1022,27,21,4,4,3.41,76,33,2877,113,45,1.43,2.495,8.985,0.48,0,0,0,0,1,1,1,0,0,4,4,0,0
Thu Jul 12 2018,0,0,29.54,1915,54,3,3,6,1.28,230,44,5612,194,129,4.59,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Fri Jul 13 2018,0,0,23.93,1986,59,28,6,2,2.36,243,35,6389,268,151,2.27,4.99,2.32,1.32,0,0,0,0,2,1,1,0,0,1,1,0,0
Sat Jul 14 2018,0,0,26.8,3122,73,42,3,7,11.31,334,43,10159,381,212,0,0,4.64,0.21,0,0,0,0,0,0,0,0,0,2,2,0,0
Sun Jul 15 2018,0,0,32.15,3335,69,26,4,5,2.46,273,48,7201,226,159,2.1,2.495,13.81,8.2,0,0,0,0,1,1,1,0,0,6,6,0,0
Mon Jul 16 2018,0,0,30.89,3031,86,27,3,12,1.67,395,50,8465,277,202,2.32,0,18.23,61.35,0,0,0,0,0,1,1,0,0,8,8,0,0
Tue Jul 17 2018,0,0,36.62,784,31,44,2,7,14.15,163,50,4028,110,116,0,0,6.85,12.07,0,0,0,0,0,0,0,0,0,3,3,0,0
Wed Jul 18 2018,0,0,26.16,2221,53,11,2,4,5.16,225,48,5834,226,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 19 2018,0,0,25.93,2217,61,23,1,7,5.4,273,40,7650,298,194,4.59,0,4.64,16.13,0,0,0,0,0,2,2,0,0,2,2,0,0
Fri Jul 20 2018,0,0,25.65,2642,72,14,0,5,4.51,278,48,7491,294,183,2.3,0,2.32,5.06,0,0,0,0,0,1,1,0,0,1,1,0,0
Sat Jul 21 2018,0,0,30.36,3197,71,13,0,8,4.97,390,52,9656,320,206,2.35,0,27.84,32.13,0,0,0,0,0,1,1,0,0,12,12,0,0
Sun Jul 22 2018,0,0,26.26,3047,59,11,0,3,4.11,278,52,7538,290,174,2.27,0,4.64,23,0,0,0,0,0,1,1,0,0,2,2,0,0
Mon Jul 23 2018,0,0,27.05,2549,69,42,3,10,5.78,368,43,8276,307,212,0,0,4.64,0.66,0,0,0,0,0,0,0,0,0,2,2,0,0
Tue Jul 24 2018,0,0,36.56,357,24,3,0,3,12.91,75,45,2998,82,59,4.625,0,2.32,1.52,0,0,0,0,0,1,0,1,0,1,1,0,0
Wed Jul 25 2018,0,0,23.5,1749,42,24,6,2,2.21,266,43,5077,218,162,2.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Jul 26 2018,0,0,28.58,2626,74,134,2,10,5.84,413,46,8974,316,277,4.565,0,11.6,4.27,0,0,0,0,0,2,2,0,0,5,5,0,0
Fri Jul 27 2018,0,0,22.92,1518,59,7,0,5,5.48,226,35,6097,268,146,2.33,0,4.64,15.16,0,0,0,0,0,1,1,0,0,2,2,0,0
Sat Jul 28 2018,0,0,27.43,1733,54,25,4,5,10.28,234,46,6556,241,153,0,0,4.64,72,0,0,0,0,0,0,0,0,0,2,2,0,0
Sun Jul 29 2018,0,0,30.83,2983,62,48,6,5,9.26,275,54,7492,244,181,0,0,2.32,0.6,0,0,0,0,0,0,0,0,0,1,1,0,0
Mon Jul 30 2018,0,0,30.71,3420,69,16,5,8,6.96,317,44,9091,298,209,0,2.495,0,0.37,0,0,0,0,1,0,0,0,0,0,0,0,0
Tue Jul 31 2018,0,0,32.35,351,29,12,2,0,4.18,41,38,1100,34,33,0,0,2.32,1.05,0,0,0,0,0,0,0,0,0,1,1,0,0
Wed Aug 01 2018,0,0,25.13,2011,43,7,2,1,0.15,162,34,4623,185,102,2.21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Aug 02 2018,0,0,30.21,3482,81,37,6,17,9.94,449,65,11238,373,293,4.705,2.495,4.64,1.35,0,0,0,0,1,1,0,1,0,2,2,0,0
Fri Aug 03 2018,0,0,30.11,3243,60,41,6,1,4.8,293,44,7799,261,161,6.984999999999999,0,18.46,6.31,0,0,0,0,0,2,1,1,0,8,8,0,0
Sat Aug 04 2018,0,0,31.34,2830,80,20,4,6,9.02,436,48,9996,322,291,0,0,16.24,5.04,0,0,0,0,0,0,0,0,0,7,7,0,0
Sun Aug 05 2018,0,0,27.48,2727,51,58,1,2,2.71,328,44,7089,260,212,0,0,2.32,7.34,0,0,0,0,0,0,0,0,0,1,1,0,0
Mon Aug 06 2018,0,0,24.64,3382,61,32,0,3,0.72,329,37,8229,337,212,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 07 2018,0,0,29.87,467,26,9,0,4,7.04,78,37,2061,69,65,6.92,0,2.32,3.5,0,0,0,0,0,2,1,1,0,1,1,0,0
Wed Aug 08 2018,0,0,27.28,2619,58,12,4,3,4.92,213,36,5837,217,140,4.765,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Thu Aug 09 2018,0,0,25.12,4893,58,24,2,2,8.01,272,34,7611,306,169,4.37,0,14.155,19.61,0,0,0,0,0,2,2,0,0,6,6,0,0
Fri Aug 10 2018,0,0,26.46,3605,55,12,2,4,3.42,257,38,6933,264,175,4.225,0,9.28,0.89,0,0,0,0,0,2,2,0,0,4,4,0,0
Sat Aug 11 2018,0,0,21.72,2023,41,15,5,1,4.13,167,30,6387,295,118,0,2.495,0,1.08,0,0,0,0,1,0,0,0,0,0,0,0,0
Sun Aug 12 2018,0,0,21.66,759,19,24,0,1,6.61,35,29,1256,58,29,2.27,0,6.96,10.91,0,0,0,0,0,1,1,0,0,3,3,0,0
Mon Aug 13 2018,0,0,23.86,2040,52,1,2,3,2.23,186,39,5058,214,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 14 2018,0,0,24.19,2387,58,6,2,5,1.37,273,34,6410,267,182,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 15 2018,0,0,25.46,473,22,1,0,4,0.67,83,34,1782,70,64,2.1,0,0,0.08,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Aug 16 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Fri Aug 17 2018,0,0,32.06,6317,97,24,0,12,8.46,651,47,17184,538,418,0,2.495,59.254999999999995,39.6,0,0,0,0,1,0,0,0,0,21,20,0,1
Sat Aug 18 2018,0,0,45.51,7537,125,33,7,36,20.12,1064,77,41188,905,643,9.35,12.475,20.88,47.8,0,0,0,0,5,4,4,0,0,9,9,0,0
Sun Aug 19 2018,0,0,25.62,2665,57,6,3,3,1.52,221,35,5533,218,151,2.27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Mon Aug 20 2018,0,0,22.52,2743,63,35,6,1,2.69,284,33,6622,296,185,2.32,0,6.96,50.86,0,0,0,0,0,1,1,0,0,3,3,0,0
Tue Aug 21 2018,0,0,25.15,3046,60,35,5,5,2.3,266,36,7143,285,179,0,0,4.64,1.29,0,0,0,0,0,0,0,0,0,2,2,0,0
Wed Aug 22 2018,0,0,35.51,491,26,6,1,0,1.71,107,44,2450,69,91,2.27,0,0,0.21,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Aug 23 2018,0,0,22.52,1532,46,6,3,1,0.51,194,32,4729,211,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 24 2018,0,0,20.76,2328,56,20,2,3,2.82,254,39,5855,284,169,0,2.495,16.735,0.41,0,0,0,0,1,0,0,0,0,3,2,0,1
Sat Aug 25 2018,0,0,22.12,2268,58,20,3,2,5.23,241,33,5530,252,151,2.32,0,4.64,3.2,0,0,0,0,0,1,1,0,0,2,2,0,0
Sun Aug 26 2018,0,0,22.22,2969,64,66,17,6,5.16,401,41,7643,345,193,4.565,2.495,11.6,10.22,0,0,0,0,1,2,2,0,0,5,5,0,0
Mon Aug 27 2018,0,0,19.21,407,18,58,0,0,13.33,50,26,1095,57,38,0,2.495,4.64,3.78,0,0,0,0,1,0,0,0,0,2,2,0,0
Tue Aug 28 2018,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 29 2018,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 30 2018,0,0,24,1673,55,9,3,3,4.01,280,44,5089,214,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 31 2018,0,0,28.47,2868,52,39,9,6,8.58,315,46,7999,282,182,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Sep 01 2018,0,0,31.63,2826,72,77,7,7,6.81,660,82,10660,338,418,2.32,2.495,9.28,5.33,0,0,0,0,1,1,1,0,0,4,4,0,0
Sun Sep 02 2018,0,0,29.31,1953,62,33,3,7,0.86,360,66,7094,244,242,0,0,2.32,1.58,0,0,0,0,0,0,0,0,0,1,1,0,0
Mon Sep 03 2018,0,0,28.98,3491,71,4,1,4,8.52,389,44,12172,422,254,7.105,0,2.32,0.46,0,0,0,0,0,2,1,1,0,1,1,0,0
Tue Sep 04 2018,0,0,24.48,1633,52,20,1,2,6.37,206,33,6561,270,144,0,0,2.32,3.8,0,0,0,0,0,0,0,0,0,1,1,0,0
Wed Sep 05 2018,0,0,25.81,405,28,3,1,0,7.21,89,35,2400,93,68,2.21,2.495,2.32,2.5,0,0,0,0,1,1,1,0,0,1,1,0,0
Thu Sep 06 2018,0,0,19.78,1825,49,2,3,0,2.57,220,33,4430,226,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Sep 07 2018,0,0,27.51,2587,56,8,2,4,4.97,445,86,8584,314,292,9.274999999999999,2.495,2.32,0,0,0,0,0,1,3,2,1,0,1,1,0,0
Sat Sep 08 2018,0,0,23.92,2309,54,22,9,3,2.94,200,34,6768,285,141,9.235,0,9.28,5.02,0,0,0,0,0,3,2,1,0,4,4,0,0
Sun Sep 09 2018,0,0,28,3657,69,30,1,4,6.82,371,50,10613,381,256,2.32,0,2.32,9.18,0,0,0,0,0,1,1,0,0,1,1,0,0
Mon Sep 10 2018,0,0,36.86,4257,67,9,5,6,16.97,651,73,15000,409,435,4.225,0,6.85,0.1,0,0,0,0,0,2,2,0,0,3,3,0,0
Tue Sep 11 2018,0,0,29.29,3225,54,35,3,3,3.61,309,49,8261,283,206,0,0,6.96,1.33,0,0,0,0,0,0,0,0,0,3,3,0,0
Wed Sep 12 2018,0,0,26.31,574,18,2,1,2,6.98,56,39,2105,80,45,2.27,2.495,4.64,12.77,0,0,0,0,1,1,1,0,0,2,2,0,0
Thu Sep 13 2018,0,0,25.74,2157,46,17,4,1,6.22,264,80,5276,207,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Sep 14 2018,0,0,30.46,2927,43,28,3,1,3.54,669,90,10936,362,333,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Sep 15 2018,0,0,52.72,1364,46,4,0,5,0.75,1159,124,12810,244,491,2.1,2.495,4.64,2.11,0,0,0,0,1,1,1,0,0,2,2,0,0
Sun Sep 16 2018,0,0,30.08,4058,60,27,7,7,5.25,684,72,13685,457,410,2.32,2.495,0,78.94,0,0,0,0,1,1,1,0,0,0,0,0,0
Mon Sep 17 2018,0,0,24.18,2412,57,12,6,13,2.59,251,35,6675,278,185,2.27,4.99,2.32,3.01,0,0,0,0,2,1,1,0,0,1,1,0,0
Tue Sep 18 2018,0,0,22.42,455,20,26,0,19,4.51,69,31,1928,86,49,4.7,2.495,0,0.75,0,0,0,0,1,2,2,0,0,0,0,0,0
Wed Sep 19 2018,0,0,23.49,1228,47,0,1,8,4.02,180,40,5004,215,119,2.27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Sep 20 2018,0,0,35.17,3743,60,9,2,6,2.86,761,81,11535,330,326,7.145,0,0,2.55,0,0,0,0,0,3,3,0,0,0,0,0,0
Fri Sep 21 2018,0,0,27.17,3669,72,18,4,13,11.43,308,81,7906,294,216,4.6,0,38.26,18.03,0,0,0,0,0,2,2,0,0,16,16,0,0
Sat Sep 22 2018,0,0,23.38,1503,46,53,9,6,0.44,242,45,4583,198,163,2.27,4.99,16.24,10.2,0,0,0,0,2,1,1,0,0,7,7,0,0
Sun Sep 23 2018,0,0,27.52,3155,57,24,1,3,8.54,237,46,6357,232,172,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 24 2018,0,0,28.58,3668,69,7,0,2,3.25,267,46,8746,307,190,4.78,0,11.575,8.29,0,0,0,0,0,2,2,0,0,5,5,0,0
Tue Sep 25 2018,0,0,48.49,633,31,2,0,12,1.53,718,90,8873,183,289,4.62,0,9.23,4.86,0,0,0,0,0,2,2,0,0,4,4,0,0
Wed Sep 26 2018,0,0,32.27,2889,60,2,6,3,0.91,251,53,7002,218,167,4.565,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Thu Sep 27 2018,0,0,24.74,852,32,13,2,3,7.93,83,33,3241,131,73,4.575,4.99,0,9.94,0,0,0,0,2,2,2,0,0,0,0,0,0
Fri Sep 28 2018,0,0,31.26,2311,61,14,9,9,5.52,547,47,8097,261,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Sep 29 2018,0,0,438.21,2464,129,44,6,94,32.16,1456,611,52147,119,1003,0,2.495,35.235,4.81,0,0,0,0,1,0,0,0,0,15,15,0,0
Sun Sep 30 2018,0,0,26.13,1855,54,2,0,42,6.89,201,39,5096,197,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 01 2018,0,0,34.32,4667,73,18,8,9,3.54,406,49,11429,335,272,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Oct 02 2018,0,0,36.91,4076,72,22,5,13,11.49,372,70,10149,277,249,0,2.495,11.69,1.44,0,0,0,0,1,0,0,0,0,5,5,0,0
Wed Oct 03 2018,0,0,23.55,330,20,24,0,0,7.32,32,27,1366,58,28,7.105,7.485,11.69,2.95,0,0,0,0,3,2,1,1,0,5,5,0,0
Thu Oct 04 2018,0,0,29.96,2828,50,12,2,2,0.76,238,39,6322,212,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 05 2018,0,0,26.08,2545,61,49,9,2,2.75,239,35,7640,295,165,4.635,0,0,20.09,0,0,0,0,0,2,2,0,0,0,0,0,0
Sat Oct 06 2018,0,0,36.39,642,29,32,0,1,9.44,61,40,3275,90,44,4.48,2.495,0,6.25,0,0,0,0,1,2,2,0,0,0,0,0,0
Sun Oct 07 2018,0,0,23.35,3183,57,18,5,3,1.09,252,34,5792,249,150,6.955,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
Mon Oct 08 2018,0,0,20.13,1556,46,20,0,3,4.71,142,29,2718,139,101,4.765,0,14.01,5.75,0,0,0,0,0,1,0,1,0,6,6,0,0
Tue Oct 09 2018,0,0,27.26,987,30,14,1,2,1.02,47,32,1663,61,42,2.32,0,0,1.25,0,0,0,0,0,1,1,0,0,0,0,0,0
Wed Oct 10 2018,0,0,26.89,3133,53,17,3,8,0.15,207,41,5377,203,125,6.6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Thu Oct 11 2018,0,0,31.3,3410,81,14,2,9,0.62,377,50,10299,331,243,5.095,0,18.56,20.45,0,0,0,0,0,2,2,0,0,8,8,0,0
Fri Oct 12 2018,0,0,69.27,3260,99,31,18,31,0.25,916,290,26322,382,646,2.27,2.495,0,13.22,0,0,0,0,1,1,1,0,0,0,0,0,0
Sat Oct 13 2018,0,0,25.19,804,32,16,5,5,10.35,89,36,3199,127,66,4.695,0,16.24,27.96,0,0,0,0,0,2,2,0,0,7,7,0,0
Sun Oct 14 2018,0,0,27.71,2070,52,1,2,0,2.2,179,35,5957,217,142,4.705,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Mon Oct 15 2018,0,0,28.94,165,18,5,0,1,3.36,34,35,1013,35,26,2.1,0,2.32,2.79,0,0,0,0,0,1,1,0,0,1,1,0,0
Tue Oct 16 2018,0,0,28.01,2417,59,21,0,5,1.44,246,37,6107,220,170,2.61,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Wed Oct 17 2018,0,0,32.49,5283,94,2,3,12,4.25,426,57,11533,356,276,0,0,9.28,2.4,0,0,0,0,0,0,0,0,0,4,4,0,0
Thu Oct 18 2018,0,0,32.44,4402,76,5,3,7,3.83,303,47,9733,302,193,6.545,2.495,26.135,3.94,0,0,0,0,1,3,3,0,0,12,12,0,0
Fri Oct 19 2018,0,0,26.77,3277,59,32,7,1,4.84,305,62,7952,298,228,2.27,2.495,0,2.4,0,0,0,0,1,1,1,0,0,0,0,0,0
Sat Oct 20 2018,0,0,30.94,4377,78,11,1,3,2.8,301,49,10117,329,201,2.64,0,2.32,7.57,0,0,0,0,0,2,2,0,0,1,1,0,0
Sun Oct 21 2018,0,0,32.28,378,28,20,2,0,0,37,41,1162,36,26,2.21,0,0,0.55,0,0,0,0,0,1,1,0,0,0,0,0,0
Mon Oct 22 2018,0,0,30.38,2552,59,6,3,4,3.13,204,38,6745,223,141,4.59,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Tue Oct 23 2018,0,0,40.38,676,31,16,5,0,25.19,98,53,4038,100,80,0,0,2.27,23.19,0,0,0,0,0,0,0,0,0,1,1,0,0
Wed Oct 24 2018,0,0,29.76,1874,52,14,4,4,0.02,170,41,4167,142,112,2.375,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Oct 25 2018,0,0,39.83,1275,49,30,4,5,3.95,105,56,2987,75,78,9.39,0,25.58,1.97,0,0,0,0,0,4,4,0,0,11,11,0,0
Fri Oct 26 2018,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4.565,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Sat Oct 27 2018,0,0,0,1,1,6,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
